Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
149,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.15,269.1,Hatchling,Female,29-03-2023,Kenya,Swamps,Least Concern,Olivia Davis,Observed basking
150,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.69,494.7,Hatchling,Female,26-08-2025,Tanzania,Lakes,Least Concern,Olivia Davis,Observed basking
151,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.85,435.2,Subadult,Female,31-07-2010,Kenya,Lakes,Least Concern,Emma Johnson,Resting near shore
152,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.76,492.3,Subadult,Male,12-09-2009,Tanzania,Swamps,Least Concern,Noah Williams,Aggressive display
153,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.99,414.4,Hatchling,Female,21-11-2012,Sudan,Lakes,Least Concern,Sophia Patel,Unusual coloration
154,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.77,410.5,Adult,Female,12-12-2018,Tanzania,Rivers,Least Concern,Ethan Martinez,Nest near water
155,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.76,517.8,Subadult,Female,28-01-2023,Tanzania,Lakes,Least Concern,Ethan Martinez,Unusual coloration
156,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.77,458.6,Hatchling,Male,19-01-2018,Kenya,Rivers,Least Concern,Emma Johnson,Tagged individual
157,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.06,426.9,Hatchling,Male,04-02-2007,Kenya,Swamps,Least Concern,Maria Gonzalez,Aggressive display
158,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.04,514.5,Subadult,Female,26-12-2007,Kenya,Swamps,Least Concern,Olivia Davis,Feeding behavior
159,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.24,274.3,Hatchling,Female,16-01-2010,Kenya,Swamps,Least Concern,Ethan Martinez,Observed basking
160,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.13,478.2,Adult,Male,09-09-2023,Kenya,Rivers,Least Concern,Sophia Patel,Juvenile group
161,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.01,463.1,Hatchling,Female,20-06-2010,Sudan,Rivers,Least Concern,John Smith,Resting near shore
162,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.74,479.7,Juvenile,Female,05-03-2009,Tanzania,Swamps,Least Concern,Olivia Davis,Aggressive display
163,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.12,339.1,Adult,Female,06-03-2013,Kenya,Lakes,Least Concern,Sophia Patel,Unusual coloration
164,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.44,563.2,Subadult,Unknown,16-07-2010,Tanzania,Rivers,Least Concern,Liam Brown,Feeding behavior
165,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.66,473.1,Adult,Unknown,13-01-2012,Tanzania,Swamps,Least Concern,Maria Gonzalez,Juvenile group
166,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.36,413.8,Juvenile,Female,14-01-2011,Tanzania,Swamps,Least Concern,John Smith,Resting near shore
167,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.19,489.4,Juvenile,Male,24-07-2017,Kenya,Rivers,Least Concern,Ethan Martinez,Observed basking
168,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.21,456.5,Hatchling,Unknown,13-12-2012,Tanzania,Rivers,Least Concern,Maria Gonzalez,Tagged individual
169,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.15,294.7,Adult,Female,17-10-2020,Tanzania,Rivers,Least Concern,Liam Brown,Aggressive display
170,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.8,525.1,Subadult,Female,21-03-2010,Tanzania,Swamps,Least Concern,Olivia Davis,Nest near water
171,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.82,395.9,Hatchling,Unknown,10-03-2006,Tanzania,Lakes,Least Concern,Noah Williams,Feeding behavior
172,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.44,561.5,Adult,Unknown,13-08-2008,Sudan,Swamps,Least Concern,Sophia Patel,Juvenile group
173,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.5,289.9,Hatchling,Unknown,31-10-2025,Sudan,Rivers,Least Concern,Ethan Martinez,Feeding behavior
174,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.04,430.9,Adult,Female,21-07-2013,Kenya,Swamps,Least Concern,Ethan Martinez,Nest near water
175,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.77,243.2,Juvenile,Unknown,27-08-2014,Kenya,Lakes,Least Concern,Emma Johnson,Resting near shore
176,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.86,319.7,Subadult,Unknown,14-03-2019,Sudan,Rivers,Least Concern,Maria Gonzalez,Unusual coloration
177,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.01,327.8,Hatchling,Unknown,30-04-2006,Kenya,Rivers,Least Concern,Noah Williams,Feeding behavior
178,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.9,475.5,Hatchling,Female,18-08-2013,Tanzania,Rivers,Least Concern,Emma Johnson,Observed basking
179,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.11,449.1,Juvenile,Male,12-04-2019,Kenya,Rivers,Least Concern,Ethan Martinez,Nest near water
180,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.62,491.5,Juvenile,Unknown,24-05-2013,Sudan,Swamps,Least Concern,Liam Brown,Resting near shore
181,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.92,439.6,Juvenile,Female,06-09-2005,Sudan,Swamps,Least Concern,John Smith,Feeding behavior
182,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.99,391.4,Subadult,Unknown,17-01-2009,Kenya,Rivers,Least Concern,Liam Brown,Feeding behavior
183,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.33,533.3,Adult,Unknown,17-04-2017,Tanzania,Lakes,Least Concern,Olivia Davis,Resting near shore
184,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.07,282.8,Juvenile,Female,04-03-2008,Sudan,Lakes,Least Concern,Sophia Patel,Resting near shore
185,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.49,402.4,Adult,Unknown,14-11-2020,Kenya,Rivers,Least Concern,Maria Gonzalez,Feeding behavior
186,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.46,323.3,Adult,Unknown,06-06-2019,Tanzania,Swamps,Least Concern,Sophia Patel,Tagged individual
187,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.97,376.1,Adult,Female,05-10-2014,Sudan,Lakes,Least Concern,Olivia Davis,Feeding behavior
188,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.48,565.1,Adult,Unknown,21-09-2013,Kenya,Swamps,Least Concern,Emma Johnson,Resting near shore
189,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.34,476.4,Hatchling,Unknown,24-08-2023,Tanzania,Swamps,Least Concern,John Smith,Juvenile group
190,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.64,235.2,Juvenile,Unknown,14-01-2012,Tanzania,Swamps,Least Concern,John Smith,Observed basking
191,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.03,404.7,Hatchling,Unknown,06-08-2024,Sudan,Lakes,Least Concern,Olivia Davis,Nest near water
192,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.72,234.2,Hatchling,Female,02-03-2009,Sudan,Rivers,Least Concern,Sophia Patel,Unusual coloration
193,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.2,434.1,Hatchling,Male,06-09-2025,Sudan,Swamps,Least Concern,Olivia Davis,Juvenile group
194,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.46,572.2,Juvenile,Unknown,02-04-2023,Kenya,Rivers,Least Concern,Noah Williams,Nest near water
195,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.15,477.3,Hatchling,Male,06-03-2008,Kenya,Lakes,Least Concern,Sophia Patel,Tagged individual
196,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.57,422.6,Subadult,Male,16-09-2024,Tanzania,Swamps,Least Concern,Emma Johnson,Aggressive display
197,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.3,424.8,Subadult,Male,27-04-2023,Kenya,Lakes,Least Concern,Ethan Martinez,Tagged individual
198,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.41,368.1,Adult,Male,14-11-2019,Kenya,Rivers,Least Concern,Sophia Patel,Feeding behavior
199,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.37,544.8,Juvenile,Unknown,05-05-2012,Kenya,Rivers,Least Concern,Liam Brown,Tagged individual
200,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.83,236.5,Subadult,Unknown,05-06-2011,Tanzania,Lakes,Least Concern,Emma Johnson,Tagged individual
201,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.44,269.5,Adult,Male,08-11-2007,Mexico,Mangroves,Vulnerable,John Smith,Resting near shore
202,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.31,285.1,Juvenile,Male,07-02-2022,Mexico,Estuaries,Vulnerable,Maria Gonzalez,Juvenile group
203,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.31,417.0,Adult,Unknown,02-04-2022,Cuba,Mangroves,Vulnerable,John Smith,Juvenile group
204,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.05,247.1,Hatchling,Male,28-08-2012,Mexico,Coastal,Vulnerable,Emma Johnson,Nest near water
205,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.68,251.4,Adult,Female,08-06-2008,Cuba,Mangroves,Vulnerable,Emma Johnson,Feeding behavior
206,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.53,421.5,Adult,Male,17-07-2024,Venezuela,Coastal,Vulnerable,Ethan Martinez,Feeding behavior
207,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.33,179.3,Juvenile,Male,10-04-2017,Venezuela,Coastal,Vulnerable,Noah Williams,Observed basking
208,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.11,246.6,Hatchling,Unknown,28-02-2021,Cuba,Coastal,Vulnerable,Liam Brown,Unusual coloration
209,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.44,435.4,Juvenile,Male,20-07-2013,Mexico,Coastal,Vulnerable,John Smith,Observed basking
210,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.95,404.2,Hatchling,Unknown,28-03-2017,Mexico,Mangroves,Vulnerable,Maria Gonzalez,Observed basking
211,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.73,388.5,Adult,Female,18-05-2020,Cuba,Coastal,Vulnerable,Olivia Davis,Resting near shore
212,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.76,378.9,Subadult,Female,13-04-2019,Venezuela,Coastal,Vulnerable,Ethan Martinez,Resting near shore
213,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,5.0,507.3,Juvenile,Male,08-06-2011,Cuba,Estuaries,Vulnerable,Liam Brown,Aggressive display
214,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.13,186.0,Hatchling,Female,25-01-2023,Venezuela,Coastal,Vulnerable,Emma Johnson,Nest near water
215,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.83,423.3,Adult,Male,05-11-2023,Cuba,Mangroves,Vulnerable,Noah Williams,Juvenile group
216,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.01,285.8,Adult,Female,18-09-2013,Venezuela,Estuaries,Vulnerable,Ethan Martinez,Unusual coloration
217,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.84,468.9,Juvenile,Male,13-11-2009,Mexico,Coastal,Vulnerable,Sophia Patel,Juvenile group
218,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.93,319.9,Adult,Unknown,06-05-2024,Cuba,Estuaries,Vulnerable,Olivia Davis,Unusual coloration
219,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.71,488.3,Hatchling,Unknown,19-08-2019,Mexico,Estuaries,Vulnerable,Ethan Martinez,Tagged individual
220,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.98,410.4,Hatchling,Male,15-11-2009,Cuba,Estuaries,Vulnerable,Noah Williams,Nest near water
221,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.7,296.6,Adult,Male,25-07-2020,Venezuela,Mangroves,Vulnerable,Sophia Patel,Aggressive display
222,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.23,287.7,Juvenile,Unknown,06-01-2014,Cuba,Coastal,Vulnerable,Sophia Patel,Nest near water
223,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.36,338.2,Adult,Female,10-09-2018,Cuba,Mangroves,Vulnerable,John Smith,Feeding behavior
224,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.23,438.8,Subadult,Male,11-01-2012,Mexico,Mangroves,Vulnerable,Noah Williams,Juvenile group
225,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.43,329.7,Subadult,Unknown,24-05-2025,Venezuela,Mangroves,Vulnerable,Noah Williams,Resting near shore
226,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.25,295.6,Hatchling,Unknown,02-08-2008,Venezuela,Estuaries,Vulnerable,Liam Brown,Nest near water
227,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.07,415.6,Juvenile,Unknown,22-05-2017,Cuba,Estuaries,Vulnerable,Ethan Martinez,Tagged individual
228,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.64,413.8,Juvenile,Female,07-03-2007,Mexico,Coastal,Vulnerable,John Smith,Nest near water
229,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.75,301.7,Hatchling,Unknown,08-06-2020,Venezuela,Mangroves,Vulnerable,Noah Williams,Resting near shore
230,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.53,237.1,Subadult,Female,28-11-2006,Mexico,Estuaries,Vulnerable,Noah Williams,Feeding behavior
231,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.88,284.5,Juvenile,Male,21-12-2025,Cuba,Estuaries,Vulnerable,Sophia Patel,Unusual coloration
232,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.1,256.0,Adult,Male,13-12-2018,Mexico,Estuaries,Vulnerable,Olivia Davis,Nest near water
233,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.95,379.3,Hatchling,Female,23-02-2012,Cuba,Estuaries,Vulnerable,Liam Brown,Observed basking
234,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.98,338.3,Adult,Female,28-11-2005,Venezuela,Estuaries,Vulnerable,Emma Johnson,Resting near shore
235,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.14,320.7,Hatchling,Unknown,13-11-2017,Mexico,Mangroves,Vulnerable,John Smith,Tagged individual
236,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.01,298.3,Hatchling,Unknown,27-01-2020,Venezuela,Estuaries,Vulnerable,Emma Johnson,Aggressive display
237,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.47,288.0,Subadult,Male,07-10-2012,Venezuela,Estuaries,Vulnerable,Emma Johnson,Juvenile group
238,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.07,163.2,Hatchling,Unknown,27-06-2025,Venezuela,Coastal,Vulnerable,Noah Williams,Feeding behavior
239,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.72,305.4,Hatchling,Male,17-05-2013,Mexico,Mangroves,Vulnerable,Maria Gonzalez,Nest near water
240,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.47,231.6,Hatchling,Unknown,21-04-2005,Mexico,Mangroves,Vulnerable,Noah Williams,Feeding behavior
241,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.11,332.9,Subadult,Unknown,17-05-2007,Venezuela,Coastal,Vulnerable,Maria Gonzalez,Observed basking
242,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.3,315.4,Juvenile,Male,09-02-2021,Cuba,Mangroves,Vulnerable,Maria Gonzalez,Observed basking
243,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.45,428.3,Hatchling,Female,09-03-2012,Mexico,Mangroves,Vulnerable,Sophia Patel,Resting near shore
244,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.55,191.7,Juvenile,Female,18-06-2011,Venezuela,Coastal,Vulnerable,John Smith,Resting near shore
245,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.11,317.6,Subadult,Male,12-09-2024,Mexico,Mangroves,Vulnerable,Sophia Patel,Feeding behavior
246,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.52,294.1,Juvenile,Male,08-11-2013,Mexico,Estuaries,Vulnerable,Emma Johnson,Aggressive display
247,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.84,226.7,Subadult,Unknown,27-05-2010,Venezuela,Estuaries,Vulnerable,John Smith,Tagged individual
248,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.24,219.4,Adult,Female,31-03-2025,Mexico,Mangroves,Vulnerable,John Smith,Aggressive display
249,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.76,385.4,Hatchling,Unknown,17-02-2020,Cuba,Estuaries,Vulnerable,Maria Gonzalez,Unusual coloration
250,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.07,304.9,Hatchling,Unknown,20-11-2010,Venezuela,Coastal,Vulnerable,Noah Williams,Resting near shore
251,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.76,286.8,Subadult,Female,12-01-2012,Venezuela,Estuaries,Vulnerable,Sophia Patel,Juvenile group
252,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.61,410.0,Adult,Female,11-04-2012,Venezuela,Estuaries,Vulnerable,Olivia Davis,Resting near shore
253,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.14,317.5,Adult,Female,20-07-2005,Mexico,Mangroves,Vulnerable,Liam Brown,Unusual coloration
254,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.78,304.4,Subadult,Male,29-09-2014,Mexico,Estuaries,Vulnerable,Liam Brown,Nest near water
255,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.59,232.9,Adult,Female,12-05-2008,Mexico,Mangroves,Vulnerable,Emma Johnson,Unusual coloration
256,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.3,341.3,Subadult,Male,06-04-2009,Mexico,Estuaries,Vulnerable,Ethan Martinez,Resting near shore
257,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.12,384.1,Hatchling,Female,19-05-2007,Mexico,Estuaries,Vulnerable,Maria Gonzalez,Unusual coloration
258,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.87,457.5,Adult,Male,04-05-2014,Mexico,Mangroves,Vulnerable,Ethan Martinez,Observed basking
259,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.8,345.4,Subadult,Unknown,15-11-2018,Venezuela,Coastal,Vulnerable,Olivia Davis,Feeding behavior
260,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.7,330.1,Subadult,Unknown,19-05-2024,Venezuela,Coastal,Vulnerable,Liam Brown,Unusual coloration
261,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.06,415.4,Subadult,Female,10-07-2010,Mexico,Estuaries,Vulnerable,Sophia Patel,Unusual coloration
262,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.09,417.4,Adult,Female,13-06-2017,Venezuela,Coastal,Vulnerable,Noah Williams,Unusual coloration
263,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.47,309.2,Juvenile,Unknown,19-04-2018,Venezuela,Coastal,Vulnerable,Sophia Patel,Juvenile group
264,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.24,201.0,Hatchling,Female,29-10-2021,Mexico,Estuaries,Vulnerable,Liam Brown,Unusual coloration
265,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.37,364.0,Subadult,Male,31-01-2015,Cuba,Coastal,Vulnerable,Olivia Davis,Juvenile group
266,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.98,297.2,Hatchling,Female,14-07-2010,Mexico,Estuaries,Vulnerable,Sophia Patel,Observed basking
267,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.81,347.1,Juvenile,Female,06-03-2012,Venezuela,Coastal,Vulnerable,Ethan Martinez,Unusual coloration
268,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.57,321.7,Hatchling,Female,14-06-2021,Cuba,Mangroves,Vulnerable,John Smith,Juvenile group
269,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.78,220.5,Adult,Unknown,12-05-2023,Mexico,Estuaries,Vulnerable,John Smith,Tagged individual
270,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.34,288.8,Adult,Male,08-04-2013,Mexico,Mangroves,Vulnerable,Ethan Martinez,Nest near water
271,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.83,272.2,Adult,Female,02-06-2007,Mexico,Coastal,Vulnerable,Emma Johnson,Resting near shore
272,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.37,239.4,Juvenile,Unknown,19-11-2007,Venezuela,Estuaries,Vulnerable,Noah Williams,Observed basking
273,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.89,367.2,Subadult,Male,27-01-2012,Cuba,Estuaries,Vulnerable,Olivia Davis,Observed basking
274,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.97,290.2,Subadult,Unknown,03-10-2023,Venezuela,Mangroves,Vulnerable,John Smith,Tagged individual
275,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.19,168.7,Hatchling,Unknown,01-02-2021,Mexico,Coastal,Vulnerable,Liam Brown,Resting near shore
276,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.92,418.9,Juvenile,Unknown,10-04-2010,Mexico,Mangroves,Vulnerable,Maria Gonzalez,Unusual coloration
277,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.93,341.4,Hatchling,Female,26-12-2013,Venezuela,Estuaries,Vulnerable,John Smith,Aggressive display
278,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.29,433.5,Hatchling,Male,23-01-2015,Mexico,Coastal,Vulnerable,Liam Brown,Feeding behavior
279,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.93,377.0,Hatchling,Unknown,01-05-2020,Mexico,Mangroves,Vulnerable,John Smith,Observed basking
280,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.86,384.6,Hatchling,Male,05-01-2022,Venezuela,Mangroves,Vulnerable,Sophia Patel,Nest near water
281,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.53,295.4,Adult,Unknown,13-01-2020,Venezuela,Estuaries,Vulnerable,Olivia Davis,Observed basking
282,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.77,306.4,Adult,Unknown,11-07-2006,Mexico,Coastal,Vulnerable,John Smith,Juvenile group
283,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.53,352.5,Hatchling,Female,28-09-2020,Cuba,Estuaries,Vulnerable,Maria Gonzalez,Unusual coloration
284,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.67,331.5,Juvenile,Unknown,02-03-2005,Venezuela,Mangroves,Vulnerable,Emma Johnson,Tagged individual
285,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.18,300.6,Subadult,Female,23-05-2009,Mexico,Mangroves,Vulnerable,Noah Williams,Tagged individual
286,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.55,194.4,Adult,Unknown,12-08-2019,Venezuela,Mangroves,Vulnerable,Olivia Davis,Juvenile group
287,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.66,463.8,Juvenile,Male,15-01-2022,Mexico,Coastal,Vulnerable,Emma Johnson,Juvenile group
288,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.65,200.6,Hatchling,Unknown,17-01-2019,Venezuela,Estuaries,Vulnerable,Sophia Patel,Tagged individual
289,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.16,369.1,Juvenile,Female,18-08-2009,Mexico,Mangroves,Vulnerable,Ethan Martinez,Aggressive display
290,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.23,174.4,Juvenile,Female,09-10-2015,Venezuela,Coastal,Vulnerable,Emma Johnson,Juvenile group
291,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.34,323.5,Hatchling,Male,25-02-2011,Mexico,Mangroves,Vulnerable,John Smith,Tagged individual
292,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.23,364.6,Hatchling,Female,30-10-2009,Mexico,Mangroves,Vulnerable,Sophia Patel,Aggressive display
293,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.91,241.2,Hatchling,Female,13-04-2022,Venezuela,Estuaries,Vulnerable,John Smith,Feeding behavior
294,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.26,185.4,Hatchling,Female,01-12-2008,Mexico,Mangroves,Vulnerable,John Smith,Feeding behavior
295,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.19,333.5,Subadult,Female,04-07-2005,Cuba,Coastal,Vulnerable,Ethan Martinez,Feeding behavior
296,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.49,392.3,Adult,Male,01-11-2005,Mexico,Estuaries,Vulnerable,Ethan Martinez,Aggressive display
297,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.16,337.3,Hatchling,Unknown,01-06-2006,Mexico,Coastal,Vulnerable,Emma Johnson,Tagged individual
298,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.99,380.9,Subadult,Male,08-04-2010,Venezuela,Mangroves,Vulnerable,Ethan Martinez,Observed basking
299,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.09,287.2,Adult,Male,18-01-2021,Cuba,Estuaries,Vulnerable,John Smith,Tagged individual
300,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.96,278.8,Juvenile,Female,10-10-2019,Venezuela,Estuaries,Vulnerable,Noah Williams,Nest near water
