Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
150,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.9,438.0,Adult,Male,22-05-2009,Kenya,Rivers,Least Concern,James Rivera,Calm juvenile
151,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.29,513.4,Juvenile,Unknown,13-09-2019,Tanzania,Rivers,Least Concern,Grace Turner,In flooded grassland
152,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.6,303.0,Juvenile,Female,08-07-2014,Kenya,Lakes,Least Concern,Oliver Carter,Observed hunting
153,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.09,334.1,Adult,Female,23-06-2022,Sudan,Rivers,Least Concern,Henry Adams,Calm juvenile
154,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.37,591.3,Subadult,Unknown,01-02-2010,Kenya,Rivers,Least Concern,Henry Adams,In flooded grassland
155,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.48,362.5,Subadult,Female,11-08-2005,Sudan,Lakes,Least Concern,Grace Turner,In flooded grassland
156,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.61,251.5,Adult,Male,09-11-2009,Tanzania,Lakes,Least Concern,Luna Parker,Observed hunting
157,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.74,499.1,Juvenile,Female,08-05-2021,Sudan,Lakes,Least Concern,Oliver Carter,Near nesting area
158,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.95,354.4,Juvenile,Unknown,27-04-2018,Sudan,Swamps,Least Concern,Henry Adams,Resting on shore
159,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.74,302.2,Juvenile,Female,12-06-2006,Kenya,Swamps,Least Concern,Evelyn Scott,Calm juvenile
160,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.96,274.4,Hatchling,Male,09-03-2017,Tanzania,Rivers,Least Concern,James Rivera,Resting on shore
161,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.55,505.9,Juvenile,Male,18-12-2006,Kenya,Rivers,Least Concern,Henry Adams,Active in rain
162,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.93,504.4,Hatchling,Female,04-07-2012,Kenya,Swamps,Least Concern,James Rivera,Calm juvenile
163,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.05,347.8,Adult,Unknown,19-06-2018,Kenya,Swamps,Least Concern,Evelyn Scott,Tagged specimen
164,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.37,529.9,Hatchling,Male,06-04-2011,Sudan,Lakes,Least Concern,Luna Parker,Tagged specimen
165,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.19,357.4,Hatchling,Male,15-09-2014,Tanzania,Rivers,Least Concern,Henry Adams,Active in rain
166,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.92,457.8,Adult,Male,15-02-2007,Tanzania,Lakes,Least Concern,Luna Parker,Observed hunting
167,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.89,306.1,Subadult,Female,07-05-2023,Kenya,Lakes,Least Concern,Amelia Nelson,In flooded grassland
168,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.21,483.1,Juvenile,Female,01-07-2025,Tanzania,Lakes,Least Concern,Henry Adams,Near nesting area
169,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.92,275.1,Hatchling,Female,24-11-2016,Tanzania,Swamps,Least Concern,Amelia Nelson,Observed during night
170,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.83,525.8,Hatchling,Female,28-01-2016,Sudan,Lakes,Least Concern,William Brooks,Observed hunting
171,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.85,462.0,Juvenile,Unknown,13-05-2009,Sudan,Lakes,Least Concern,Luna Parker,Near nesting area
172,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.47,368.0,Subadult,Female,22-12-2017,Kenya,Swamps,Least Concern,Evelyn Scott,Observed during night
173,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.64,405.1,Adult,Unknown,31-08-2008,Sudan,Rivers,Least Concern,William Brooks,Calm juvenile
174,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.03,344.0,Subadult,Unknown,12-06-2014,Tanzania,Rivers,Least Concern,Oliver Carter,Near nesting area
175,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.9,325.6,Juvenile,Male,06-06-2025,Tanzania,Rivers,Least Concern,William Brooks,Tagged specimen
176,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.93,562.2,Juvenile,Female,05-07-2017,Sudan,Swamps,Least Concern,Henry Adams,Calm juvenile
177,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.94,306.5,Juvenile,Unknown,20-03-2009,Sudan,Rivers,Least Concern,Luna Parker,Observed during night
178,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.63,484.5,Subadult,Female,17-10-2010,Sudan,Swamps,Least Concern,Henry Adams,Observed hunting
179,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.29,378.6,Hatchling,Female,27-09-2013,Kenya,Rivers,Least Concern,Oliver Carter,Observed during night
180,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.42,445.8,Adult,Unknown,02-11-2019,Kenya,Swamps,Least Concern,William Brooks,Observed during night
181,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.36,503.3,Subadult,Unknown,28-01-2017,Tanzania,Lakes,Least Concern,James Rivera,Resting on shore
182,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.38,502.7,Juvenile,Unknown,01-06-2007,Sudan,Swamps,Least Concern,James Rivera,Active in rain
183,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.06,478.0,Hatchling,Female,25-12-2013,Kenya,Swamps,Least Concern,Henry Adams,Near nesting area
184,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.54,416.0,Juvenile,Female,27-02-2015,Tanzania,Lakes,Least Concern,Evelyn Scott,Active in rain
185,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.97,276.7,Subadult,Male,04-11-2020,Tanzania,Rivers,Least Concern,Amelia Nelson,Calm juvenile
186,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.75,432.6,Subadult,Male,09-06-2020,Sudan,Swamps,Least Concern,Oliver Carter,Observed during night
187,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.86,298.4,Juvenile,Female,06-01-2012,Sudan,Swamps,Least Concern,Grace Turner,Observed during night
188,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.03,356.2,Subadult,Female,09-10-2008,Tanzania,Lakes,Least Concern,Grace Turner,Calm juvenile
189,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.55,442.4,Subadult,Male,19-02-2023,Sudan,Rivers,Least Concern,William Brooks,Observed during night
190,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.34,536.6,Hatchling,Male,28-12-2019,Kenya,Lakes,Least Concern,Luna Parker,Near nesting area
191,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.14,327.1,Subadult,Male,06-12-2011,Kenya,Rivers,Least Concern,James Rivera,Tagged specimen
192,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.93,453.7,Juvenile,Female,15-11-2005,Tanzania,Rivers,Least Concern,William Brooks,Calm juvenile
193,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.01,541.2,Hatchling,Unknown,24-05-2025,Kenya,Rivers,Least Concern,Amelia Nelson,In flooded grassland
194,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.11,327.6,Juvenile,Female,07-08-2013,Sudan,Rivers,Least Concern,William Brooks,Calm juvenile
195,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.81,411.2,Juvenile,Male,10-10-2015,Sudan,Rivers,Least Concern,Luna Parker,In flooded grassland
196,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.25,323.4,Juvenile,Male,13-10-2017,Kenya,Swamps,Least Concern,William Brooks,Observed hunting
197,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.94,552.2,Hatchling,Male,08-01-2019,Tanzania,Lakes,Least Concern,Oliver Carter,Observed during night
198,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.61,262.9,Subadult,Unknown,25-02-2019,Kenya,Rivers,Least Concern,Amelia Nelson,Calm juvenile
199,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.86,526.0,Juvenile,Female,14-03-2014,Sudan,Swamps,Least Concern,Oliver Carter,Observed hunting
200,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.64,422.9,Juvenile,Male,10-10-2010,Tanzania,Swamps,Least Concern,Oliver Carter,Active in rain
201,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.52,370.6,Adult,Female,30-03-2025,Cuba,Coastal,Vulnerable,Grace Turner,Observed during night
202,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.65,513.1,Juvenile,Female,03-08-2010,Venezuela,Estuaries,Vulnerable,Amelia Nelson,In flooded grassland
203,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.08,329.5,Subadult,Male,02-02-2015,Cuba,Estuaries,Vulnerable,Grace Turner,Observed hunting
204,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.49,492.3,Juvenile,Unknown,19-03-2019,Cuba,Estuaries,Vulnerable,William Brooks,Calm juvenile
205,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.05,279.6,Juvenile,Unknown,30-07-2014,Cuba,Mangroves,Vulnerable,Luna Parker,Calm juvenile
206,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.52,248.2,Adult,Female,03-01-2006,Mexico,Estuaries,Vulnerable,Grace Turner,Active in rain
207,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.55,248.0,Hatchling,Unknown,26-11-2022,Mexico,Mangroves,Vulnerable,William Brooks,Calm juvenile
208,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.54,336.3,Subadult,Female,03-08-2021,Venezuela,Mangroves,Vulnerable,Luna Parker,In flooded grassland
209,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.39,364.8,Subadult,Female,15-05-2005,Venezuela,Coastal,Vulnerable,Luna Parker,Near nesting area
210,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.82,417.3,Adult,Unknown,26-02-2006,Cuba,Mangroves,Vulnerable,Henry Adams,Calm juvenile
211,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.08,297.0,Juvenile,Unknown,06-11-2010,Mexico,Mangroves,Vulnerable,James Rivera,Near nesting area
212,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.4,249.2,Adult,Unknown,22-04-2012,Venezuela,Estuaries,Vulnerable,Evelyn Scott,Tagged specimen
213,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.66,379.5,Hatchling,Female,09-01-2016,Venezuela,Mangroves,Vulnerable,Grace Turner,Calm juvenile
214,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.7,339.8,Subadult,Unknown,27-08-2009,Mexico,Mangroves,Vulnerable,William Brooks,In flooded grassland
215,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.43,439.9,Hatchling,Unknown,08-07-2012,Venezuela,Estuaries,Vulnerable,Luna Parker,In flooded grassland
216,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.54,480.6,Subadult,Female,09-01-2006,Mexico,Estuaries,Vulnerable,Amelia Nelson,Calm juvenile
217,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.28,366.9,Adult,Unknown,17-01-2017,Venezuela,Mangroves,Vulnerable,Amelia Nelson,Tagged specimen
218,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.47,500.5,Subadult,Male,04-05-2024,Mexico,Mangroves,Vulnerable,Oliver Carter,Tagged specimen
219,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.84,402.5,Juvenile,Female,13-08-2024,Venezuela,Coastal,Vulnerable,Grace Turner,Near nesting area
220,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.95,347.1,Subadult,Unknown,26-06-2010,Mexico,Coastal,Vulnerable,Luna Parker,Observed during night
221,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.2,451.5,Juvenile,Male,24-02-2021,Cuba,Estuaries,Vulnerable,Henry Adams,Observed during night
222,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.2,199.8,Adult,Unknown,24-06-2012,Mexico,Estuaries,Vulnerable,Henry Adams,Observed hunting
223,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.56,373.0,Juvenile,Unknown,26-12-2015,Cuba,Estuaries,Vulnerable,James Rivera,Tagged specimen
224,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.66,486.6,Adult,Female,23-04-2014,Mexico,Mangroves,Vulnerable,Amelia Nelson,Observed during night
225,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.25,342.6,Subadult,Unknown,24-04-2011,Mexico,Estuaries,Vulnerable,Oliver Carter,Calm juvenile
226,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.71,252.4,Juvenile,Male,10-05-2007,Venezuela,Coastal,Vulnerable,Henry Adams,Resting on shore
227,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.5,482.2,Hatchling,Female,06-01-2021,Cuba,Estuaries,Vulnerable,Evelyn Scott,Active in rain
228,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.65,250.2,Subadult,Female,05-05-2015,Venezuela,Estuaries,Vulnerable,James Rivera,In flooded grassland
229,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.52,383.9,Juvenile,Female,21-12-2014,Mexico,Estuaries,Vulnerable,William Brooks,Observed during night
230,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.79,388.6,Adult,Female,11-12-2010,Cuba,Coastal,Vulnerable,James Rivera,Tagged specimen
231,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.73,400.8,Subadult,Unknown,27-12-2020,Cuba,Mangroves,Vulnerable,William Brooks,Resting on shore
232,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.44,330.1,Adult,Female,12-09-2024,Venezuela,Coastal,Vulnerable,Evelyn Scott,Observed hunting
233,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.69,452.1,Subadult,Male,13-12-2010,Cuba,Estuaries,Vulnerable,Amelia Nelson,Observed during night
234,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.72,230.2,Hatchling,Female,21-05-2018,Venezuela,Estuaries,Vulnerable,James Rivera,Tagged specimen
235,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.82,319.9,Juvenile,Unknown,05-06-2022,Venezuela,Estuaries,Vulnerable,Oliver Carter,Observed during night
236,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.27,397.9,Hatchling,Unknown,03-02-2024,Mexico,Coastal,Vulnerable,Grace Turner,Observed during night
237,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.09,302.1,Juvenile,Male,15-09-2021,Venezuela,Coastal,Vulnerable,Grace Turner,Calm juvenile
238,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.58,494.4,Adult,Female,09-07-2010,Venezuela,Coastal,Vulnerable,William Brooks,Resting on shore
239,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.88,238.7,Adult,Male,28-02-2019,Mexico,Estuaries,Vulnerable,Evelyn Scott,Observed during night
240,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.72,389.1,Hatchling,Male,06-05-2006,Cuba,Coastal,Vulnerable,Oliver Carter,Calm juvenile
241,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.78,404.4,Hatchling,Male,17-06-2018,Venezuela,Estuaries,Vulnerable,Luna Parker,Tagged specimen
242,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.24,273.1,Subadult,Unknown,28-10-2009,Mexico,Coastal,Vulnerable,James Rivera,Calm juvenile
243,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.53,360.3,Adult,Female,15-07-2014,Cuba,Estuaries,Vulnerable,Henry Adams,In flooded grassland
244,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.95,425.6,Adult,Unknown,02-02-2018,Venezuela,Coastal,Vulnerable,Luna Parker,In flooded grassland
245,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.05,376.9,Juvenile,Unknown,10-10-2018,Venezuela,Coastal,Vulnerable,Evelyn Scott,Tagged specimen
246,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.07,419.4,Subadult,Male,25-10-2016,Venezuela,Coastal,Vulnerable,Henry Adams,Calm juvenile
247,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.3,298.9,Hatchling,Unknown,18-01-2009,Cuba,Mangroves,Vulnerable,Amelia Nelson,Active in rain
248,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.65,229.7,Subadult,Female,05-04-2020,Mexico,Estuaries,Vulnerable,Oliver Carter,In flooded grassland
249,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.18,290.2,Subadult,Male,07-11-2009,Venezuela,Mangroves,Vulnerable,Henry Adams,In flooded grassland
250,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.38,352.3,Juvenile,Male,18-05-2017,Venezuela,Estuaries,Vulnerable,Henry Adams,Calm juvenile
251,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.21,202.9,Subadult,Female,18-09-2011,Venezuela,Mangroves,Vulnerable,Grace Turner,Resting on shore
252,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.24,408.8,Hatchling,Male,10-11-2025,Venezuela,Estuaries,Vulnerable,Amelia Nelson,Observed hunting
253,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.01,325.1,Hatchling,Unknown,17-07-2025,Mexico,Estuaries,Vulnerable,Luna Parker,In flooded grassland
254,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.59,386.9,Subadult,Male,28-07-2009,Venezuela,Estuaries,Vulnerable,Henry Adams,Observed hunting
255,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.9,320.0,Hatchling,Male,20-12-2012,Cuba,Mangroves,Vulnerable,William Brooks,Observed hunting
256,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.0,386.7,Hatchling,Female,17-09-2009,Venezuela,Estuaries,Vulnerable,William Brooks,Resting on shore
257,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.04,413.4,Subadult,Unknown,04-02-2023,Cuba,Estuaries,Vulnerable,Evelyn Scott,Calm juvenile
258,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.4,356.1,Adult,Female,05-02-2013,Mexico,Mangroves,Vulnerable,Henry Adams,In flooded grassland
259,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.58,396.1,Juvenile,Male,07-03-2018,Mexico,Mangroves,Vulnerable,Oliver Carter,Calm juvenile
260,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.33,467.6,Hatchling,Unknown,31-03-2006,Mexico,Coastal,Vulnerable,Oliver Carter,Near nesting area
261,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.58,389.7,Juvenile,Unknown,11-08-2018,Mexico,Estuaries,Vulnerable,Amelia Nelson,Calm juvenile
262,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.39,456.8,Adult,Unknown,13-11-2023,Cuba,Estuaries,Vulnerable,Oliver Carter,Observed during night
263,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.55,413.4,Hatchling,Unknown,20-01-2012,Mexico,Mangroves,Vulnerable,Amelia Nelson,Active in rain
264,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.06,309.8,Adult,Male,30-05-2009,Mexico,Estuaries,Vulnerable,Oliver Carter,Near nesting area
265,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.69,285.8,Hatchling,Male,12-03-2012,Venezuela,Mangroves,Vulnerable,Oliver Carter,Observed during night
266,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.52,454.3,Adult,Female,13-12-2016,Venezuela,Mangroves,Vulnerable,Henry Adams,Near nesting area
267,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.03,285.4,Subadult,Unknown,25-04-2017,Cuba,Estuaries,Vulnerable,Grace Turner,Tagged specimen
268,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.77,434.6,Juvenile,Unknown,13-12-2022,Cuba,Estuaries,Vulnerable,Grace Turner,Tagged specimen
269,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.26,327.4,Juvenile,Unknown,04-04-2018,Cuba,Coastal,Vulnerable,Henry Adams,Resting on shore
270,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.98,438.0,Subadult,Male,28-03-2006,Cuba,Estuaries,Vulnerable,Luna Parker,Calm juvenile
271,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.99,338.3,Hatchling,Female,08-05-2007,Cuba,Mangroves,Vulnerable,Luna Parker,In flooded grassland
272,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.28,366.8,Juvenile,Male,24-11-2019,Mexico,Coastal,Vulnerable,Grace Turner,Resting on shore
273,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.99,402.9,Adult,Unknown,01-10-2025,Cuba,Mangroves,Vulnerable,Amelia Nelson,Resting on shore
274,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.68,388.0,Adult,Male,03-08-2019,Venezuela,Estuaries,Vulnerable,Luna Parker,In flooded grassland
275,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.23,220.9,Subadult,Female,07-11-2017,Mexico,Coastal,Vulnerable,Henry Adams,Observed during night
276,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.33,205.1,Subadult,Female,27-11-2007,Mexico,Coastal,Vulnerable,Amelia Nelson,Active in rain
277,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.65,366.7,Hatchling,Unknown,29-10-2019,Mexico,Mangroves,Vulnerable,James Rivera,Calm juvenile
278,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.58,238.6,Subadult,Male,25-06-2017,Cuba,Mangroves,Vulnerable,James Rivera,Near nesting area
279,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.96,385.5,Juvenile,Unknown,15-03-2023,Venezuela,Estuaries,Vulnerable,Evelyn Scott,Tagged specimen
280,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.3,358.3,Juvenile,Unknown,29-07-2016,Cuba,Mangroves,Vulnerable,Luna Parker,Observed during night
281,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.24,455.4,Juvenile,Male,18-11-2010,Cuba,Mangroves,Vulnerable,Evelyn Scott,In flooded grassland
282,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.07,336.6,Adult,Female,14-07-2020,Venezuela,Estuaries,Vulnerable,William Brooks,Observed during night
283,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.29,249.6,Subadult,Female,18-10-2013,Mexico,Coastal,Vulnerable,Grace Turner,Observed hunting
284,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.54,342.5,Subadult,Female,23-01-2023,Venezuela,Coastal,Vulnerable,Amelia Nelson,Observed hunting
285,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.31,369.0,Adult,Unknown,27-09-2024,Cuba,Coastal,Vulnerable,Luna Parker,Tagged specimen
286,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.28,281.6,Juvenile,Male,15-08-2009,Cuba,Coastal,Vulnerable,Luna Parker,Observed during night
287,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.22,200.7,Hatchling,Male,12-03-2007,Mexico,Coastal,Vulnerable,Oliver Carter,In flooded grassland
288,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.52,310.5,Adult,Male,27-11-2021,Cuba,Estuaries,Vulnerable,Evelyn Scott,Observed hunting
289,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.66,404.5,Subadult,Unknown,01-03-2018,Mexico,Coastal,Vulnerable,William Brooks,Observed hunting
290,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.39,335.3,Subadult,Male,20-03-2018,Cuba,Estuaries,Vulnerable,Henry Adams,Calm juvenile
291,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.73,404.6,Juvenile,Female,18-11-2014,Mexico,Estuaries,Vulnerable,Amelia Nelson,Observed hunting
292,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.09,350.9,Adult,Male,07-05-2019,Cuba,Estuaries,Vulnerable,Evelyn Scott,Tagged specimen
293,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.32,422.8,Adult,Male,13-02-2023,Cuba,Estuaries,Vulnerable,Grace Turner,In flooded grassland
294,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.16,322.0,Adult,Unknown,28-10-2019,Venezuela,Estuaries,Vulnerable,Amelia Nelson,Resting on shore
295,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.18,356.7,Juvenile,Male,15-10-2016,Cuba,Coastal,Vulnerable,Amelia Nelson,Observed during night
296,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.54,442.3,Juvenile,Female,14-09-2009,Mexico,Mangroves,Vulnerable,Evelyn Scott,In flooded grassland
297,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.56,461.4,Subadult,Unknown,29-08-2023,Venezuela,Coastal,Vulnerable,Luna Parker,Active in rain
298,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.73,492.0,Adult,Female,07-04-2012,Cuba,Mangroves,Vulnerable,Oliver Carter,Active in rain
299,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.13,275.5,Adult,Female,15-04-2008,Cuba,Estuaries,Vulnerable,Henry Adams,Observed hunting
300,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.6,473.8,Subadult,Unknown,29-08-2022,Venezuela,Estuaries,Vulnerable,William Brooks,Resting on shore
301,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,3.15,225.5,Adult,Female,14-12-2006,Mexico,Lakes,Least Concern,Henry Adams,Calm juvenile
